"lad","læd","C1","noun","a boy or young man","delikanlı, oğlan","boy, young man","He's a nice young <b>lad</b>.","The <b>lad</b> helped the old woman cross the street.","Led","Elektrikçi çırağı olan <b>delikanlı</b>, dükkandaki tüm <b>Led</b> (lad) ampulleri değiştirdi."
"oppressed","əˈprest","C1","adj","governed in an unfair and cruel way and prevented from having opportunities and freedom","ezilen, mazlum","downtrodden, persecuted","The <b>oppressed</b> citizens finally revolted against the dictator.","He felt <b>oppressed</b> by the constant demands of his job.","O Pires (Prens)","Halk, '<b>O Pires</b> (oppressed) (Prens) bizi yıllarca sömürdü, biz <b>ezilen</b> ve <b>mazlum</b> bir milletiz' diye ayaklandı."
"unveil","ʌnˈveɪl","C1","verb","to show or introduce something new or make it known publicly for the first time","açıklamak, (örtüsünü) kaldırmak","reveal, disclose","...","Un (Un) Ver İl","Belediye başkanı heykeli <b>açmak</b> için 'Bana bir çuval <b>Un Ver</b>in, <b>İl</b> (unveil) (el) birliğiyle örtüyü <b>kaldıralım</b>' dedi."
"contagious","kənˈteɪ.dʒəs","C1","adj","(of a disease) able to be caught by touching someone or something","bulaşıcı","infectious, transmissible","Her laughter was <b>contagious</b>.","Flu is highly <b>contagious</b>.","Kont (Kontes) Teyze","<b>Kont</b>es <b>Teyze</b> (contagious) saraydaki baloya gelmedi, çünkü hastalığı çok <b>bulaşıcı</b>ydı."
"delusional","dɪˈluː.ʒən.əl","C2","adj","believing things that are not true","hayal gören, sanrısal","unrealistic, misguided","He is <b>delusional</b> if he thinks he can win without training.","Her <b>delusional</b> beliefs caused her a lot of trouble.","Deli Üzülen","Zavallı adam o kadar <b>Deli</b> ki, her gün boşuna <b>Üzülen</b> (delusional), olmayan şeyler görüp ağlayan bir <b>sanrısal</b> hasta."
"testimony","ˈtes.tɪ.mən.i","C2","noun","spoken or written statements that something is true, especially those given in a law court","tanıklık, ifade","evidence, statement","Her <b>testimony</b> was crucial in convicting the suspect.","The witness gave false <b>testimony</b> under oath.","Testi Moni","Hakim, 'Kırılan <b>Testi</b>yi <b>Moni</b> (testimony) (Mona Lisa) tablosuna kim fırlattı?' diye sordu, şahit <b>ifade</b> verdi."
"felony","ˈfel.ə.ni","C2","noun","(an example of) a serious crime that can be punished by one or more years in prison","ağır suç","crime, offense","He was charged with a <b>felony</b> for armed robbery.","Committing a <b>felony</b> will stay on your record forever.","Fena Hani","Hakim sanığa 'İşlediğin suç çok <b>Fena Hani</b> (felony), bu basit bir kabahat değil <b>ağır suç</b>tur' dedi."
"improvise","ˈɪm.prə.vaɪz","B2","verb","to invent or make something, such as a speech or a device, at the time when it is needed without already having planned it","doğaçlama yapmak, uydurmak","extemporize, ad-lib","I had to <b>improvise</b> a dinner from what was in the fridge.","The actors encouraged us to <b>improvise</b> during the scene.","İmparator Vay","<b>İmparator</b> sahnede metni unutunca '<b>Vay</b> (improvise) be, ne güzel <b>doğaçlama yapıyor</b>' dedirtti."
"consign","kənˈsaɪn","C2","verb","to send something to someone","havale etmek, göndermek, (istemeyerek) teslim etmek","assign, commit","After the trial, he was <b>consigned</b> to prison.","She <b>consigned</b> the old letters to the trash.","Kan Sayın","Doktor 'Bu tüpteki <b>Kan</b>ı <b>Sayın</b> (consign) bakanımıza <b>gönderin, havale edin</b>' dedi."
"conceal","kənˈsiːl","C1","verb","to prevent something from being seen or known about","gizlemek, saklamak","hide, cover","He tried to <b>conceal</b> his disappointment with a smile.","It is a crime to <b>conceal</b> evidence.","Kansil (Kansız)","O <b>Kansız</b> (conceal) adam, işlediği cinayetin delillerini <b>gizlemek</b> için her şeyi yaktı."
"void","vɔɪd","C1","verb","to remove the legal force from an agreement or contract","geçersiz kılmak, iptal etmek","invalidate, cancel","The contract was <b>voided</b> due to a technicality.","The check was <b>voided</b> after it went missing.","Voyvoda","Kazıklı <b>Voyvoda</b> (void), imzaladığı barış antlaşmasını tek taraflı olarak <b>geçersiz kıldı</b> ve savaşı başlattı."
"beneath someone","bɪˈniːθ ˈsʌm.wʌn","C2","idiom","not good enough for someone; considering oneself superior to something","yakışmaz, seviyesinin altında","below, unworthy of","He feels that such menial work is <b>beneath him</b>.","Cheating on the exam is <b>beneath them</b>.","Binit (Binip) Saman","Ağa, 'Ben ata <b>Binit</b> (binip) <b>Saman</b> (beneath someone) taşımam, bu iş benim <b>seviyemin altında</b>, bana <b>yakışmaz</b>' dedi."
"to play devil's advocate","pleɪ ˈdev.əlz ˈæd.və.kət","C2","idiom","to pretend to disagree with someone in order to start an argument or discussion","şeytanın avukatlığını yapmak","argue for the sake of argument","I don't actually disagree, I just want <b>to play devil's advocate</b> to test your theory.","She decided <b>to play devil's advocate</b> during the meeting to ensure all risks were considered.","Deve Avukat","Mahkemede <b>Deve</b> kılığındaki <b>Avukat</b> (devil's advocate), herkesin aksini savunarak <b>şeytanın avukatlığını yaptı</b>."
"macabre","məˈkɑːbr","C2","adj.","disturbing because concerned with or causing a fear of death","ürkütücü, ölümle ilgili","gruesome, grim, ghastly","The movie was criticized for its <b>macabre</b> scenes of violence.","He has a <b>macabre</b> sense of humor that not everyone appreciates.","Makber","Şair, <b>Makber</b> (macabre) şiirini okurken herkesi <b>ürkütücü</b> ve <b>ölümle ilgili</b> bir hüzün kapladı."
"robust","rəʊˈbʌst","C1","adj.","strong and healthy; vigorous","turp gibi, sağlam, gürbüz","strong, vigorous, sturdy","The company has a <b>robust</b> financial foundation.","He is in <b>robust</b> health despite his age.","Robot","Bu adam <b>Robot</b> (robust) gibi <b>sağlam</b>, hiç hastalanmaz, maşallah <b>turp gibi</b>."
"sculpture","ˈskʌlp.tʃər","B1","noun","the art of making two- or three-dimensional representative or abstract forms","heykel, yontu","statue, carving","The museum features a magnificent marble <b>sculpture</b> from the Renaissance.","She takes classes in pottery and <b>sculpture</b>.","Sık Alçı","Sanatçı, 'Eline <b>Sık Alçı</b>yı (sculpture), şekil verip güzel bir <b>heykel</b> yap' dedi."
"anchor","ˈæŋ.kər","C1","noun","a heavy metal object used to hold a ship in place","çapa, demir","mainstay, support","We dropped <b>anchor</b> in a quiet bay.","He remains the <b>anchor</b> of the team's defense.","Ankır (Ankara)","Kaptan, 'Gemiyi <b>Ankır</b>a (Ankara) (anchor) kadar sürüklemeden hemen <b>çapa</b> atın!' dedi."
"immortalize","ɪˈmɔː.təl.aɪz","C2","verb","to confer enduring fame upon","ölümsüzleştirmek","commemorate, eternalize","The poet hoped to <b>immortalize</b> his love in verse.","This statue was built to <b>immortalize</b> the heroes of the war.","İm (İman) Mortal (Ölümlü)","Şair, '<b>İm</b>an eden her <b>Mortal</b> (ölümlü) (immortalize), eseriyle kendini <b>ölümsüzleştirmek</b> ister' dedi."
"outcome","ˈaʊt.kʌm","B2","noun","the way a thing turns out; a consequence","sonuç, netice","result, consequence, effect","We are waiting for the <b>outcome</b> of the election.","The <b>outcome</b> of the experiment was unexpected.","Aut (Out) Kim","Maçın <b>sonuc</b>unda topu <b>Aut</b>a (out) <b>Kim</b> (outcome) attı diye tartışma çıktı."
"recruiter","rɪˈkruː.tər","B2","noun","a person whose job is to enlist or enroll people as employees or members","işe alım uzmanı, üye toplayıcı","headhunter, hiring manager","The army <b>recruiter</b> visited our high school today.","She works as a tech <b>recruiter</b> for a major software firm.","Rekor Üter (Yutar)","Bu <b>işe alım uzmanı</b> o kadar başarılı ki, piyasadaki tüm adayları <b>Rekor</b> hızla <b>Üter</b> (recruiter) (yutar), kimseyi boşta bırakmaz."
"hallway","ˈhɔːl.weɪ","B1","noun","an indoor passage or corridor","koridor, hol","corridor, passage","Their apartment is at the end of the <b>hallway</b>.","Please don't leave your shoes in the <b>hallway</b>.","Hol Vey (Way-Yol)","Misafir, 'Bu evin <b>Hol</b>ü ne kadar uzun, sanki bitmeyen bir <b>Vey</b> (yol) (hallway) gibi <b>koridor</b>' dedi."
"shallow","ˈʃæl.əʊ","B2","adj.","of little depth","sığ, derin olmayan","superficial, slight","The children were playing in the <b>shallow</b> water.","His understanding of the subject is quite <b>shallow</b>.","Şal Ov","Kadın 'Bu su çok <b>sığ</b>, yüzemem, bari kenarda oturup <b>Şal</b>ımı <b>Ov</b> (shallow) (yıka)' dedi."
"monument","ˈmɒn.jə.mənt","B1","noun","a statue or building aimed to commemorate a notable person or event","anıt, abide","memorial, shrine","This ancient <b>monument</b> attracts thousands of tourists every year.","They built a <b>monument</b> to honor the fallen soldiers.","Mani (Many) Mont","Turist, 'Bu <b>anıt</b>ı görmek için <b>Mani</b> (money-para) ve kalın <b>Mont</b> (monument) lazım, çünkü tepe çok soğuk' dedi."
"contempt","kənˈtempt","C2","noun","the feeling that a person or a thing is beneath consideration or worthless","aşağılama, hor görme","scorn, disdain, disrespect","He showed open <b>contempt</b> for the rules.","She looked at him with sheer <b>contempt</b>.","Kon (Konmak) Tent (Tente)","Kuş, kafedeki adamın kafasına <b>Kon</b>up <b>Tent</b>e (contempt) (tente) altına kaçınca adam kuşa <b>aşağılama</b> ve <b>hor görme</b> ile baktı."
"misogyny","mɪˈsɒdʒ.ən.i","C2","noun","dislike of, contempt for, or ingrained prejudice against women","kadın düşmanlığı","sexism, chauvinism","The article discussed the prevalence of <b>misogyny</b> in the workplace.","We must educate society to eliminate <b>misogyny</b>.","Miso (Çorbası) Cin","Adam karısına 'Bana <b>Miso</b> çorbası yapmazsan <b>Cin</b> (misogyny) çarpmışa dönerim' diyerek <b>kadın düşmanlığı</b> yaptı."
"cadaver","kəˈdæv.ər","C2","noun","a corpse","kadavra, ceset","corpse, dead body","Medical students practice anatomy on a <b>cadaver</b>.","The <b>cadaver</b> was preserved for scientific study.","Kadavra","Tıp öğrencileri <b>Kadavra</b> (cadaver) üzerinde çalışarak <b>ceset</b> incelemeyi öğrendiler."
"dissident","ˈdɪs.ɪ.dənt","C2","noun","a person who opposes official policy","muhalif, karşıt görüşlü","protester, objector, rebel","The political <b>dissident</b> was released from prison yesterday.","The government cracked down on <b>dissident</b> groups.","Diziden","Bu oyuncu <b>Diziden</b> (dissident) kovulunca kanala <b>muhalif</b> oldu, her yerde aleyhlerine konuştu."
"faithful","ˈfeɪθ.fəl","B2","adj.","loyal, constant, and steadfast","sadık, vefalı","loyal, devoted, true","She has been a <b>faithful</b> employee for twenty years.","Dogs are known for being <b>faithful</b> companions.","Feyz Ful","Derviş, 'Şeyhinden <b>Feyz</b>i <b>Ful</b> (faithful) alan mürit, ona sonuna kadar <b>sadık</b>tır' dedi."
"emphasis","ˈem.fə.sɪs","B2","noun","special importance, value, or prominence given to something","vurgu, üzerinde durma, önem","stress, importance, priority","The school puts a lot of <b>emphasis</b> on teaching foreign languages.","There was a shift in <b>emphasis</b> from theory to practice.","En Fesiz","Modacı, 'Bu sezonun en büyük <b>vurgu</b>su şapkalarda, kimse <b>En Fesiz</b> (emphasis) (fessiz) gezmeyecek' dedi."
"exhibition","ˌek.sɪˈbɪʃ.ən","B1","noun","a public display of works of art or items of interest","sergi, gösterim","show, display, exposition","We visited the photography <b>exhibition</b> at the gallery.","The athlete put on an impressive <b>exhibition</b> of strength.","Eksi Bi Şan","Ressamın <b>sergi</b>si o kadar kötüydü ki eleştirmenler 'Buna notum <b>Eksi Bi Şan</b> (exhibition) (şanına yakışmadı)' dedi."
"stuffed","stʌft","B1","adj.","filled with something; (informal) having eaten enough","doldurulmuş, (argo) tıka basa doymuş","filled, full, crammed","I bought a <b>stuffed</b> toy for the baby.","I can't eat another bite; I am completely <b>stuffed</b>.","Staf (Staff-Personel)","Oteldeki <b>Staf</b> (stuffed) (personel) o kadar çok yedi ki hepsi <b>tıka basa doydu</b>, yerlerinden kalkamadılar."
"corpse","kɔːps","C1","noun","a dead body, especially of a human being rather than an animal","ceset, naaş","dead body, cadaver, remains","The police discovered a <b>corpse</b> in the abandoned house.","The smell of the rotting <b>corpse</b> was unbearable.","Karpuz","Tarlada çürümüş bir <b>Karpuz</b> (corpse) gören çocuk, uzaktan onu kafa sanıp <b>ceset</b> buldum diye bağırdı."
"to cut corners","kʌt ˈkɔː.nəz","C1","idiom","to do something perfunctorily so as to save time or money","işin kolayına kaçmak, masraftan kısmak","skimp, economize","Don't try <b>to cut corners</b> when building the foundation of a house.","The company was accused of trying <b>to cut corners</b> on safety checks.","Kat Korner","Müteahhit, 'Her <b>Kat</b>ta <b>Korner</b> (köşe) (cut corners) malzemeden çalarsak, <b>masraftan kısıp</b> kar ederiz' dedi."
"rotting","ˈrɒt.ɪŋ","B2","adj./verb","decaying or causing to decay","çürüyen, çürüme","decaying, decomposing","There was a smell of <b>rotting</b> fruit in the kitchen.","The wood is <b>rotting</b> due to the damp.","Rutin","Dişlerini fırçalamayı <b>Rutin</b> (rotting) haline getirmezsen ağzında <b>çürüme</b> başlar."
"to sit on the fence","sɪt ɒn ðə fens","C2","idiom","avoid making a decision or choice","kararsız kalmak, taraf tutmamak","hesitate, vacillate","You can't <b>sit on the fence</b> forever; you need to choose a side.","Politicians often try <b>to sit on the fence</b> to avoid losing voters.","Siten Fens","Komşu, 'Arsa davasında <b>kararsız kaldım</b>, ne <b>Siten</b>in tarafındayım ne de <b>Fens</b> (fence) (çit) çeken adamın' dedi."
"crust","krʌst","B2","noun","the tough outer part of a loaf of bread","kabuk (ekmek vb.)","outer layer, shell","I like to cut the <b>crust</b> off my sandwich.","The earth's <b>crust</b> is made up of several tectonic plates.","Kıras (Kiraz)","Çocuk, 'Bu ekmeğin <b>kabuğu</b> <b>Kıras</b> (crust) (kiraz) gibi kıpkırmızı olmuş, çok pişmiş' dedi."
"to bite the bullet","baɪt ðə ˈbʊl.ɪt","C2","idiom","to decide to do something difficult or unpleasant that one has been putting off","bağrına taş basmak, zorluğa göğüs germek","face the music, endure","I have to <b>bite the bullet</b> and tell him the bad news.","Just <b>bite the bullet</b> and get the surgery over with.","Bayt (Bayt-Isır) Bulut","Adam paraşütle atlarken <b>zorluğa göğüs germek</b> için gözünü kapatıp '<b>Bayt Bulut</b> (bite bullet) (bulutu ısır)!' diye bağırdı."
"gooner","ˈɡuː.nər","C2","noun","(Slang) a nickname for a supporter of Arsenal Football Club; or a foolish person","(Argo) Arsenal taraftarı; veya ahmak kimse","fan, supporter / fool","He has been a die-hard <b>gooner</b> since he was a child.","Stop acting like a <b>gooner</b> and be serious for a moment.","Gunar (Konar)","Stadyuma helikopter <b>Gunar</b> (gooner) (konar) konmaz içinden çılgın bir <b>Arsenal taraftarı</b> fırladı."
"the elephant in the room","ði ˈel.ɪ.fənt ɪn ðə ruːm","C2","idiom","a major problem or controversial issue that is obviously present but avoided","görmezden gelinen bariz sorun","obvious problem","Nobody wanted to mention the budget cuts, which was <b>the elephant in the room</b>.","We need to discuss <b>the elephant in the room</b> regarding his behavior.","Elif, Ent (Ant), Rum","Toplantıda herkes sustu çünkü <b>Elif</b>'in <b>Ent</b> (ant) içip bir <b>Rum</b> (room) genciyle evlenmesi ailenin <b>görmezden gelinen bariz sorunu</b>ydu."
